houseid,mileage,census_d,census_r,drvrcnt,hhloc,hhsize,hh_0to4,hh_race,msasize,numadult,popdnsty,ref_age,ref_educ,ref_sex,wrkrcnt,hh_5to21,income,ntrip,pur_recr,pur_shop,pur_work,auttrcnt,pur_hbot,pur_nhb,no_trans,urban
16544,54,3,2,1,2,2,0,1,5,2,7,28,2,0,1,0,22500,8,0,0,1,2,3,4,0,1
16557,23,3,2,1,2,3,0,2,5,1,8,36,1,0,1,2,7500,7,0,0,1,1,5,1,0,1
16576,2,3,2,0,2,1,0,1,5,1,6,77,1,0,0,0,27500,4,0,2,0,0,0,2,0,1
16590,160,3,2,1,2,1,0,1,5,1,6,65,1,1,0,0,37500,6,1,2,0,1,1,2,0,1
16610,97,3,2,2,2,5,1,1,5,2,7,28,1,0,1,2,72500,9,7,0,1,2,0,1,0,1
16640,159,3,2,4,2,4,0,1,5,3,6,54,1,1,4,1,37500,14,0,2,2,3,6,4,0,1
16643,14,3,2,2,2,5,3,1,5,2,9,34,2,1,1,0,52500,4,0,2,0,2,2,0,0,1
16645,14,3,2,1,1,1,0,1,5,1,9,40,2,1,1,0,42500,3,0,0,2,1,0,1,0,1
16662,221,3,2,3,2,3,0,1,5,1,10,49,2,1,2,2,35571,9,0,0,4,3,1,4,0,1
16701,8,3,2,1,2,2,0,1,5,2,8,64,2,1,0,0,42500,4,0,2,0,2,2,0,0,1
16706,108,3,2,2,1,4,1,1,5,2,9,37,2,1,1,1,57500,6,0,0,2,2,4,0,0,1
16708,48,3,2,1,2,1,0,1,5,1,9,42,3,0,1,0,42500,4,0,0,1,1,1,2,0,1
16735,4,3,2,1,1,1,0,1,5,1,11,55,2,0,1,0,35571,6,2,0,2,1,2,0,0,1
16813,0,4,2,1,3,1,0,1,94,1,1,88,1,0,0,0,12500,10,2,0,0,1,1,7,1,0
16835,167,7,3,2,2,4,1,1,5,2,4,33,1,1,2,1,32100,12,0,0,4,2,6,2,1,1
16851,74,7,3,3,2,3,0,1,5,3,7,48,2,1,2,0,32100,4,0,0,4,3,0,0,0,1
16858,56,7,3,1,2,4,0,1,5,2,6,42,2,1,1,2,32100,10,0,4,0,2,6,0,1,1
16863,392,7,3,1,2,4,0,1,5,2,2,30,1,1,1,2,42500,28,12,1,0,4,5,10,1,0
16865,124,7,3,2,2,3,0,1,5,2,2,49,1,0,1,1,62500,10,0,2,1,2,5,2,1,0
16868,0,7,3,3,2,3,0,1,5,3,6,57,1,0,0,0,17500,2,0,0,0,4,2,0,1,1
16883,33,7,3,2,1,2,0,1,5,2,6,62,1,0,0,0,32100,5,0,1,0,2,3,1,1,1
16884,15,7,3,1,1,2,1,1,5,1,6,23,1,0,0,0,7500,3,0,0,0,1,2,1,1,1
16897,86,7,3,2,2,5,0,1,5,2,3,28,1,1,2,3,37500,14,0,2,4,2,7,1,1,0
16898,28,7,3,2,2,2,0,1,5,2,5,29,1,0,2,0,17500,4,0,0,4,2,0,0,1,1
16900,0,7,3,1,1,3,0,1,5,3,9,56,2,1,1,0,42500,0,0,0,0,3,0,0,1,1
16910,117,7,3,3,2,5,0,1,5,3,7,34,1,1,2,2,27500,19,1,3,3,3,8,4,1,1
16913,92,7,3,1,2,5,1,1,5,2,7,30,2,0,2,2,37500,24,0,2,2,2,10,10,1,1
16925,50,7,3,1,1,4,0,1,5,2,7,42,2,1,1,2,32100,8,0,0,2,2,4,2,0,1
16933,6,7,3,1,2,1,0,1,5,1,10,59,1,1,0,0,12500,3,0,0,0,1,2,1,1,1
16936,10,7,3,3,2,3,0,1,5,3,7,60,1,0,2,0,32500,3,0,2,0,3,0,1,0,1
16959,88,7,3,2,1,5,2,1,5,2,6,37,2,0,1,1,57500,10,0,1,1,2,6,2,0,1
16960,95,7,3,1,1,1,0,1,5,1,9,27,2,0,1,0,27500,8,0,0,4,1,2,2,0,1
16964,111,7,3,2,2,2,0,1,5,2,10,22,2,1,2,0,32100,12,0,0,4,1,0,8,0,1
16971,153,7,3,2,2,3,1,1,5,2,5,34,1,0,2,0,52500,11,0,0,3,2,4,4,0,1
17000,0,7,3,0,1,1,0,3,5,1,10,63,1,1,0,0,32100,2,0,2,0,0,0,0,0,1
17009,13,7,3,1,2,4,1,3,5,3,10,33,1,1,1,0,12500,5,0,1,2,1,0,2,0,1
17019,76,7,3,2,2,5,1,1,5,2,3,36,2,1,1,2,72500,17,2,1,2,3,7,5,1,0
17044,40,7,3,2,1,2,0,1,5,2,9,32,2,1,2,0,57500,8,0,0,4,2,0,4,0,1
17045,40,7,3,2,1,2,0,1,5,2,9,32,2,1,2,0,57500,8,0,0,4,2,0,4,0,1
17063,200,9,4,2,1,2,0,1,5,2,2,29,1,0,2,0,39593,4,0,0,4,1,0,0,0,1
17072,99,9,4,1,2,1,0,1,5,1,6,29,2,1,1,0,72500,5,0,1,0,1,1,3,0,1
17076,12,9,4,1,2,1,0,1,5,1,7,77,1,0,0,0,7500,5,2,1,0,1,1,1,0,1
17080,17,9,4,1,2,3,1,1,5,2,10,32,2,0,1,0,67500,8,0,0,1,2,5,2,0,1
17086,54,9,4,2,2,2,0,2,5,2,8,27,1,1,2,0,57500,11,0,4,4,2,2,1,0,1
17087,92,9,4,3,2,5,1,1,5,2,7,35,2,0,3,2,62500,17,0,0,4,3,10,3,0,1
17110,67,9,4,4,2,5,0,1,5,3,10,54,2,1,4,2,67500,19,3,0,6,4,7,3,0,1
17112,48,9,4,1,2,3,0,1,5,3,7,58,2,0,1,0,39593,2,0,0,2,1,0,0,0,1
17125,0,9,4,2,2,2,0,1,5,2,11,63,2,1,1,0,42500,0,0,0,0,2,0,0,0,1
17131,0,9,4,0,1,1,0,1,5,1,9,82,1,0,0,0,12500,0,0,0,0,0,0,0,0,1
17133,0,9,4,1,1,1,0,1,5,1,10,74,1,0,0,0,17500,0,0,0,0,1,0,0,0,1
17145,170,9,4,2,2,2,0,1,5,2,10,77,2,1,0,0,32500,4,2,0,0,2,0,2,0,1
17149,91,9,4,1,2,5,1,1,5,2,1,33,2,0,1,2,17500,23,0,0,1,2,9,13,1,0
17157,40,9,4,2,1,4,0,3,5,2,11,36,1,0,2,2,62500,12,2,2,4,2,4,0,0,1
17159,97,9,4,2,2,3,1,1,5,2,8,29,3,1,2,0,100000,7,0,0,2,2,1,4,1,1
17183,72,9,4,1,2,4,0,1,5,2,11,47,3,1,1,2,42500,7,0,0,2,2,2,3,0,1
17204,8,9,4,1,2,2,0,1,5,2,2,82,1,1,0,0,17500,4,0,4,0,1,0,0,1,0
17205,150,9,4,4,2,4,0,1,5,4,2,60,1,1,0,0,17500,6,2,0,0,4,2,2,0,0
17218,160,9,4,2,1,2,0,3,5,2,6,46,1,1,2,0,57500,6,2,0,4,2,0,0,1,1
17221,8,9,4,1,1,5,1,3,5,1,7,30,1,0,0,3,7500,15,0,3,0,1,9,3,0,1
17226,12,9,4,2,2,3,0,1,5,3,7,55,1,0,0,0,39593,2,0,0,0,3,2,0,0,1
17290,0,9,4,1,1,1,0,3,5,1,2,64,1,1,1,0,2500,0,0,0,0,0,0,0,0,1
17299,29,9,4,1,2,1,0,3,5,1,6,32,2,0,1,0,27500,8,0,1,1,1,0,6,0,1
17303,18,9,4,2,1,4,1,1,5,2,6,25,1,0,2,1,32500,10,0,2,6,1,2,0,0,1
17315,29,9,4,2,2,2,0,1,5,2,11,62,1,0,0,0,100000,7,0,0,0,4,4,3,0,1
17322,6,9,4,3,2,4,0,3,5,2,7,47,1,0,3,2,7500,5,0,0,4,2,0,1,0,1
17328,32,9,4,1,2,2,0,1,5,2,1,27,2,0,1,0,67500,2,0,0,1,1,0,1,1,0
17342,52,9,4,2,1,4,0,1,5,3,10,77,1,1,1,1,12500,12,2,1,2,2,4,3,0,1
17368,184,9,4,3,2,5,0,1,5,3,7,24,1,1,3,2,42500,34,5,6,6,3,5,12,0,1
17398,22,9,4,2,2,5,1,1,5,2,10,47,2,1,2,2,62500,22,4,6,6,2,6,0,0,1
17416,14,3,2,2,3,2,0,1,94,2,2,49,1,0,2,0,27500,4,0,4,0,2,0,0,1,0
17426,199,3,2,2,2,5,1,1,1,2,1,38,2,1,1,2,37500,12,3,2,3,2,0,4,1,0
17432,24,3,2,2,3,3,1,1,94,2,1,26,1,1,2,0,32500,3,0,0,2,2,0,1,1,0
17436,500,3,2,2,3,2,0,1,94,2,1,60,1,1,1,0,100000,2,0,0,0,3,2,0,1,0
17439,96,3,2,2,3,3,0,1,94,2,1,47,1,1,2,1,35571,4,2,0,0,3,2,0,0,0
17484,18,3,2,1,2,2,0,1,4,2,1,82,1,1,0,0,12500,2,0,0,0,1,2,0,0,0
17508,73,3,2,3,1,3,0,1,1,2,2,43,2,1,3,1,67500,16,1,0,6,2,1,8,0,1
17516,582,2,1,3,2,4,0,1,4,3,6,48,3,1,3,1,40565,18,0,0,4,4,10,4,1,1
17521,20,2,1,2,1,3,1,1,4,2,11,30,2,1,2,0,57500,4,0,0,0,2,3,1,0,1
17530,116,2,1,2,1,2,0,1,4,2,7,25,1,0,2,0,40565,9,1,0,3,2,2,3,0,1
17533,96,2,1,2,2,2,0,1,4,2,5,59,2,1,2,0,40565,8,1,0,2,3,0,5,0,1
17542,3,2,1,0,1,2,1,2,4,1,7,23,1,0,1,0,12500,3,0,1,0,0,1,1,0,1
17548,10,2,1,3,1,3,0,1,4,2,1,48,1,1,3,1,40565,2,0,0,2,3,0,0,0,1
17549,6,2,1,1,1,1,0,1,4,1,10,70,1,0,0,0,7500,4,0,2,0,1,0,2,0,1
17550,6,2,1,1,1,2,0,1,4,2,11,63,1,0,0,0,22500,5,4,0,0,1,0,1,0,1
17558,92,2,1,3,2,3,0,1,4,3,2,53,2,1,2,0,42500,15,0,5,3,3,2,5,1,0
17561,3,2,1,1,2,1,0,1,4,1,2,82,2,0,0,0,40565,3,0,2,0,1,0,1,1,0
17600,22,2,1,1,1,4,2,1,4,2,3,29,1,1,1,0,47500,2,0,0,2,2,0,0,1,1
17656,82,2,1,2,2,2,0,1,4,1,10,47,3,1,2,1,62500,8,0,2,2,2,4,0,0,1
17658,11,2,1,1,1,1,0,1,4,1,9,44,1,0,0,0,7500,9,0,4,4,1,0,1,0,1
17669,0,2,1,0,2,1,0,1,1,1,2,82,1,0,0,0,2500,0,0,0,0,0,0,0,0,0
17692,16,2,1,1,2,1,0,1,2,1,5,32,2,1,1,0,42500,4,0,0,4,2,0,0,1,1
17703,10,2,1,1,3,2,1,1,94,1,3,25,1,0,1,0,40565,4,0,0,1,1,1,2,1,0
17705,28,2,1,2,2,2,0,1,3,2,8,68,2,1,2,0,52500,4,0,0,0,2,4,0,0,1
17720,4,2,1,1,1,4,0,1,3,2,10,43,1,1,0,2,27500,4,0,0,0,2,4,0,0,1
17751,126,2,1,2,3,3,0,1,94,2,3,32,2,0,2,1,72500,8,0,0,4,4,2,2,0,0
17756,30,2,1,2,3,2,0,1,94,1,1,44,1,0,1,1,40565,16,0,0,0,2,9,7,1,0
17761,125,2,1,2,3,2,0,1,94,2,3,71,2,1,0,0,57500,8,4,4,0,2,0,0,1,0
17766,122,2,1,3,3,4,0,1,94,2,3,45,1,1,2,2,27500,22,0,5,4,4,10,3,1,0
17767,32,2,1,1,3,1,0,1,94,1,3,39,2,1,1,0,100000,2,0,0,2,1,0,0,1,0
17783,112,2,1,3,3,4,0,1,94,4,2,19,1,1,3,0,47500,15,0,2,4,3,6,3,1,0
17792,0,2,1,2,3,2,0,1,94,2,3,82,1,1,0,0,40565,4,0,4,0,1,0,0,0,0
17796,118,2,1,2,2,2,0,1,3,2,3,25,1,1,2,0,37500,4,0,2,2,2,0,0,1,0
17797,276,2,1,2,2,5,2,1,3,2,2,27,1,0,1,1,40565,10,0,0,0,2,6,4,0,0
17815,270,2,1,2,3,2,0,1,94,2,1,67,3,1,1,0,57500,8,0,0,2,2,6,0,1,0
17817,6,2,1,1,2,8,2,1,2,2,3,34,1,0,1,4,62500,26,10,6,2,2,6,2,0,0
17826,35,2,1,2,2,4,0,1,3,2,3,37,1,1,2,2,40565,8,0,0,4,4,1,3,0,0
17831,134,2,1,2,2,4,0,1,2,2,4,40,2,1,2,2,52500,22,0,0,2,3,17,3,1,1
17852,68,2,1,2,3,4,0,1,94,2,2,45,2,1,2,2,42500,8,0,0,4,2,4,0,1,0
17859,2,2,1,0,1,2,0,1,3,2,7,77,1,1,0,0,7500,1,0,0,0,0,1,0,0,1
17860,10,2,1,1,1,1,0,1,3,1,6,65,1,0,0,0,40565,4,0,2,0,1,1,1,0,1
17869,10,2,1,1,1,1,0,1,2,1,6,27,2,0,1,0,22500,2,0,0,2,1,0,0,0,1
17893,136,2,1,2,2,4,1,1,3,2,1,32,1,1,2,1,37500,9,2,0,2,2,3,2,1,0
17928,118,2,1,1,1,2,0,1,5,2,11,57,1,0,1,0,40565,8,0,0,2,2,2,4,0,1
17929,118,2,1,1,1,2,0,1,5,2,11,57,1,0,1,0,40565,8,0,0,2,2,2,4,0,1
17943,880,2,1,2,1,4,0,1,5,2,12,44,3,1,2,2,77500,20,4,0,0,1,0,16,0,1
17972,30,2,1,1,1,3,0,2,5,2,12,35,2,0,0,1,27500,2,2,0,0,1,0,0,0,1
17974,0,2,1,0,1,4,0,2,5,3,12,59,3,0,1,1,17500,4,2,0,0,1,2,0,0,1
17989,0,2,1,0,1,1,0,1,5,1,12,30,1,0,1,0,17500,3,0,0,0,0,0,3,0,1
18004,0,2,1,1,2,1,0,1,5,1,12,82,1,1,0,0,2500,2,0,2,0,1,0,0,0,1
18009,60,2,1,2,2,3,0,1,5,2,12,36,2,1,1,1,67500,2,0,0,2,2,0,0,0,1
18010,58,2,1,2,1,5,0,1,5,2,12,46,3,1,2,3,72500,14,0,0,3,2,8,3,0,1
18016,12,2,1,1,1,1,0,1,5,1,10,65,1,1,0,0,32500,5,0,4,0,1,0,1,0,1
18037,18,2,1,1,1,5,1,3,5,3,12,36,2,0,1,1,40565,10,0,0,2,1,6,2,0,1
18043,4,2,1,1,1,2,0,3,5,2,12,34,2,1,1,0,12500,4,0,2,0,0,2,0,0,1
18048,106,2,1,3,1,3,0,1,5,3,12,35,1,1,2,0,7500,5,0,2,2,2,0,1,0,1
18080,40,2,1,1,2,3,1,3,5,2,12,25,2,0,1,0,40565,5,0,0,2,1,2,1,0,1
18110,6,2,1,1,1,3,0,1,5,3,11,64,2,1,0,0,40565,5,0,2,0,1,2,1,0,1
18118,16,2,1,2,1,5,0,1,5,2,12,33,1,0,2,3,40565,12,0,0,6,1,6,0,0,1
18130,4,2,1,1,1,3,0,1,5,3,12,22,1,0,0,0,40565,2,0,0,0,4,2,0,0,1
18131,0,2,1,2,1,2,0,2,5,2,12,75,1,0,0,0,40565,5,0,1,0,0,3,1,0,1
18136,12,2,1,1,1,1,0,1,5,1,12,39,2,1,1,0,57500,2,0,0,2,1,0,0,0,1
18148,28,2,1,1,1,2,0,1,5,2,12,50,2,0,0,0,100000,6,0,2,2,2,2,0,0,1
18151,0,2,1,1,1,1,0,1,5,1,12,38,2,0,1,0,62500,0,0,0,0,1,0,0,0,1
18153,4,2,1,1,1,3,1,1,5,2,12,33,1,1,1,0,67500,14,0,0,4,1,8,2,0,1
18159,40,2,1,1,1,2,0,2,5,2,12,30,1,0,1,0,40565,4,0,0,2,0,2,0,0,1
18163,76,2,1,4,2,4,0,2,5,2,12,41,3,0,3,2,47500,7,0,0,4,1,2,1,0,1
18180,0,2,1,0,2,1,0,1,5,1,12,82,1,1,0,0,42500,0,0,0,0,0,0,0,0,1
18197,0,2,1,1,1,1,0,2,5,1,12,67,1,0,0,0,7500,0,0,0,0,0,0,0,0,1
18201,50,2,1,1,1,2,0,1,5,2,12,49,2,1,2,0,57500,2,0,0,2,2,0,0,0,1
18214,20,2,1,1,1,1,0,3,5,1,12,33,3,0,1,0,62500,4,0,0,2,1,0,2,0,1
18258,35,2,1,0,1,2,1,2,5,1,12,39,2,0,1,0,37500,10,0,1,0,0,5,4,0,1
18303,2,2,1,1,2,8,2,3,5,4,12,25,3,1,2,2,72500,8,0,0,2,2,4,2,0,1
18312,160,2,1,1,1,3,0,1,5,3,12,40,1,0,2,0,40565,6,0,0,5,1,1,0,0,1
18340,42,2,1,1,1,4,0,2,5,4,12,18,1,0,2,0,40565,8,0,0,0,1,8,0,0,1
18354,220,2,1,2,1,2,0,1,5,2,10,45,2,1,1,0,42500,6,0,2,2,1,2,0,0,1
18362,19,2,1,1,1,1,0,1,5,1,10,29,2,1,1,0,17500,6,0,0,2,1,2,2,0,1
18366,33,2,1,2,1,4,0,1,5,2,12,48,1,1,2,2,42500,11,0,0,6,1,2,3,0,1
18372,89,2,1,2,1,4,0,2,5,2,11,26,2,1,2,2,42500,11,2,0,3,1,4,2,0,1
18374,0,2,1,1,1,1,0,1,5,1,12,71,1,0,0,0,52500,0,0,0,0,0,0,0,0,1
18413,0,2,1,0,1,6,0,1,5,3,12,50,1,1,2,3,12500,2,0,0,0,0,2,0,0,1
18437,1,2,1,1,1,1,0,1,5,1,12,37,2,0,0,0,40565,1,0,0,0,1,1,0,0,1
18457,4,2,1,0,1,1,0,1,5,1,12,21,2,0,1,0,2500,2,0,0,0,0,2,0,0,1
18462,0,2,1,1,1,2,0,1,5,2,12,65,2,1,0,0,40565,2,0,0,0,1,2,0,0,1
18475,0,2,1,2,1,4,0,1,5,4,12,62,1,1,1,0,40565,0,0,0,0,3,0,0,0,1
18477,48,2,1,1,1,1,0,3,5,1,12,30,1,0,1,0,27500,4,0,0,2,0,0,2,0,1
18479,116,2,1,1,1,2,0,1,5,2,12,23,2,0,1,0,40565,11,3,3,2,1,2,1,0,1
18513,22,2,1,2,1,3,0,1,5,2,10,46,3,1,2,1,67500,16,6,2,3,2,3,2,0,1
18514,8,2,1,2,2,2,0,1,5,2,10,63,1,1,0,0,27500,6,0,6,0,1,0,0,0,1
18519,0,2,1,1,2,3,1,1,5,2,13,37,1,1,1,0,40565,9,0,0,1,1,3,5,0,1
18537,4,2,1,1,1,4,1,1,5,2,12,41,1,1,1,1,40565,2,0,0,0,2,2,0,0,1
18539,18,2,1,1,1,2,0,1,5,2,8,32,2,1,1,0,67500,3,0,0,2,1,0,1,0,1
18545,26,2,1,2,1,5,2,1,5,2,11,36,1,1,2,1,40565,11,0,0,3,2,3,5,0,1
18550,23,2,1,1,1,4,0,1,5,3,12,82,1,0,1,1,37500,13,6,0,0,0,4,3,0,1
18551,167,2,1,2,1,2,0,3,5,2,12,27,3,1,2,0,67500,8,0,0,2,1,1,5,0,1
18558,2,2,1,0,1,2,0,1,5,2,12,29,1,1,0,0,17500,2,0,2,0,0,0,0,0,1
18564,137,8,4,2,2,3,0,1,2,2,2,38,2,1,2,1,100000,15,0,0,3,3,7,5,0,0
18566,4,8,4,2,2,2,0,1,2,2,8,60,1,0,0,0,27500,4,0,0,0,2,4,0,0,1
18606,8,8,4,2,1,2,0,1,2,2,5,66,2,0,1,0,35789,2,0,0,2,2,0,0,0,1
18618,37,8,4,1,1,1,0,1,2,1,9,35,2,1,1,0,37500,5,1,0,2,1,1,1,0,1
18644,28,8,4,1,2,3,2,1,4,1,9,30,2,0,1,0,32500,5,0,0,0,1,2,3,0,1
18654,20,8,4,2,1,2,0,1,4,2,6,32,2,0,2,0,67500,14,0,0,4,1,4,6,0,1
18656,14,8,4,3,1,3,0,1,2,3,1,20,2,0,0,0,35789,10,2,2,0,1,6,0,0,1
18684,0,8,4,1,1,1,0,1,4,1,8,77,1,0,0,0,35789,0,0,0,0,2,0,0,1,1
18685,8,8,4,1,1,1,0,1,4,1,11,38,2,1,1,0,17500,2,0,0,2,1,0,0,0,1
18695,203,8,4,4,2,5,0,1,2,2,4,59,3,1,3,3,42500,31,2,6,6,3,10,7,0,1
18697,238,8,4,3,2,3,0,1,4,3,4,54,2,1,3,0,37500,8,0,0,4,3,1,3,0,1
18699,4,8,4,2,1,2,0,1,4,2,6,68,1,1,0,0,12500,4,0,2,0,2,2,0,0,1
18701,40,8,4,1,3,1,0,1,94,1,1,35,2,1,1,0,37500,4,0,2,0,2,0,2,1,0
18716,30,8,4,1,1,2,0,1,4,2,8,52,1,0,1,0,52500,4,0,0,1,2,1,2,0,1
18721,57,1,1,1,3,1,0,1,94,1,2,45,3,0,1,0,22500,7,2,1,0,1,3,1,1,0
18725,55,1,1,1,3,3,0,1,94,2,1,50,1,0,1,1,43371,7,0,1,2,2,3,1,1,0
18735,32,1,1,2,3,6,0,1,94,2,1,31,1,0,1,4,7500,21,0,0,2,2,14,5,1,0
18739,143,1,1,2,3,4,2,1,94,2,1,35,1,0,2,0,32500,15,0,0,1,2,3,11,1,0
18752,2,5,3,1,1,1,0,1,1,1,4,70,1,1,0,0,7500,2,0,0,0,0,2,0,0,1
18760,20,5,3,1,2,1,0,1,3,1,3,70,2,0,0,0,36153,4,2,0,0,3,2,0,1,0
18809,24,5,3,1,3,1,0,1,94,1,1,82,1,1,0,0,7500,2,0,0,0,1,2,0,0,0
18812,0,5,3,1,2,1,0,1,3,1,6,63,1,0,0,0,7500,0,0,0,0,1,0,0,1,1
18813,157,5,3,2,2,4,0,1,3,2,2,38,2,0,2,2,57500,29,0,0,2,2,23,4,1,0
18821,8,5,3,1,3,7,0,2,94,4,1,31,1,0,2,3,36153,4,0,0,0,1,4,0,0,0
18822,21,5,3,2,2,2,0,1,3,2,2,42,1,0,1,0,22500,5,0,2,2,2,0,1,1,0
18839,1,5,3,2,3,2,0,1,94,2,1,61,1,1,1,0,22500,1,0,0,1,2,0,0,1,0
18875,104,5,3,3,3,3,0,1,94,2,2,57,1,1,3,1,36153,10,0,0,4,4,6,0,1,0
18876,8,5,3,2,2,2,0,1,3,2,3,59,1,1,0,0,36153,2,0,1,1,2,0,0,1,0
18882,22,5,3,2,2,2,0,1,2,2,1,66,2,1,0,0,37500,5,0,0,0,2,4,1,1,0
18888,27,5,3,2,2,3,0,1,2,2,1,31,1,0,1,1,12500,8,0,0,2,1,6,0,1,0
18892,161,5,3,2,2,3,0,1,1,2,3,38,1,1,2,1,47500,24,0,6,1,2,9,8,1,0
18915,90,5,3,3,2,3,0,1,2,3,6,59,2,0,3,0,22500,15,2,0,4,3,6,3,1,1
18921,5,5,3,2,2,2,0,1,2,2,6,55,2,0,2,0,37500,2,0,0,2,2,0,0,0,1
18925,35,5,3,2,1,2,0,1,2,2,4,73,1,1,1,0,37500,4,0,0,2,2,2,0,0,1
18934,50,5,3,2,2,2,0,1,3,2,4,59,2,0,1,0,37500,5,0,0,2,3,2,1,1,1
18935,44,5,3,2,1,3,0,1,3,2,4,34,1,1,2,1,32500,6,0,0,4,2,2,0,0,1
18968,127,5,3,3,2,4,0,1,3,4,4,19,1,0,1,0,100000,22,0,2,4,5,4,12,1,1
18996,2,5,3,0,2,1,0,1,3,1,7,74,1,0,0,0,2500,2,0,2,0,0,0,0,0,1
19004,0,5,3,1,2,1,0,1,3,1,7,73,3,0,0,0,27500,0,0,0,0,1,0,0,1,1
19023,68,5,3,2,1,2,0,1,3,2,10,52,2,1,2,0,100000,9,4,0,4,2,0,1,0,1
19027,0,5,3,1,3,1,0,1,94,1,1,54,3,0,1,0,27500,0,0,0,0,1,0,0,1,0
19029,30,5,3,1,3,2,0,1,94,1,1,43,3,0,1,1,32500,6,0,0,2,1,2,2,1,0
19030,4,5,3,2,3,2,0,2,94,2,1,51,1,0,1,0,7500,2,0,2,0,1,0,0,1,0
19056,2,5,3,1,1,2,0,3,4,2,9,27,1,1,1,0,17500,2,0,0,2,2,0,0,1,1
19080,24,5,3,2,1,2,0,1,4,2,8,61,3,0,0,0,36153,2,0,1,0,2,0,1,0,1
19082,10,5,3,1,1,2,0,3,4,2,7,21,1,1,1,0,36153,4,0,2,2,1,0,0,0,1
19087,38,5,3,3,1,3,0,1,4,2,9,50,2,1,2,1,47500,14,6,0,2,3,0,6,0,1
19095,33,5,3,2,1,3,0,2,4,3,2,40,1,1,3,0,36153,3,0,0,0,3,1,2,0,1
19112,0,5,3,1,2,2,0,2,1,2,1,82,1,0,0,0,42500,0,0,0,0,1,0,0,1,0
19122,2,5,3,1,1,1,0,2,4,1,11,77,3,0,0,0,7500,2,2,0,0,1,0,0,0,1
19123,76,5,3,3,3,3,0,2,94,3,1,70,1,1,0,0,36153,9,0,1,0,2,7,1,1,0
19147,126,5,3,2,2,3,1,1,3,2,3,41,2,1,2,0,37500,12,0,0,5,2,1,6,1,0
19148,126,5,3,2,2,3,1,1,3,2,3,41,2,1,2,0,37500,12,0,0,5,2,1,6,1,0
19172,51,5,3,2,2,3,0,1,3,2,6,41,3,1,1,1,67500,13,5,0,1,2,4,3,1,1
19184,10,5,3,1,1,1,0,2,1,1,4,31,1,1,0,0,12500,2,2,0,0,0,0,0,1,1
19197,14,5,3,2,1,2,0,1,4,2,10,21,1,1,1,0,36153,4,0,0,2,1,2,0,0,1
19211,113,5,3,2,1,2,0,1,4,2,7,24,2,0,2,0,12500,9,0,0,4,5,2,3,0,1
19222,126,9,4,2,2,6,1,1,3,4,1,19,1,1,2,1,39593,11,0,0,2,3,6,3,1,0
19231,2,9,4,2,2,4,2,1,3,2,1,21,1,1,1,0,17500,2,0,2,0,1,0,0,0,0
19234,50,9,4,2,2,6,1,1,5,3,1,54,1,1,3,2,39593,20,4,4,0,2,10,2,0,0
19246,50,9,4,2,3,2,0,1,94,2,3,26,2,1,2,0,39593,2,0,0,2,3,0,0,1,0
19247,6,9,4,2,3,2,0,1,94,2,3,53,1,0,2,0,32500,3,1,0,1,2,0,1,0,0
19248,125,9,4,2,3,5,2,1,94,2,2,32,2,0,2,1,32500,20,2,0,3,2,3,12,0,0
19255,10,9,4,1,1,1,0,1,5,1,8,43,2,1,1,0,22500,2,0,0,2,1,0,0,0,1
19258,64,9,4,2,1,2,0,3,5,2,8,30,3,1,2,0,57500,13,4,0,4,2,2,3,0,1
19310,56,9,4,2,2,2,0,1,2,2,2,31,2,0,2,0,62500,10,4,0,4,3,0,2,1,0
19319,93,9,4,2,2,3,0,1,3,2,2,47,2,1,0,1,7500,13,2,0,0,2,6,5,1,0
19322,47,9,4,1,2,4,0,1,3,2,1,39,2,1,1,2,67500,4,0,0,2,2,0,2,0,0
19324,1181,9,4,2,2,6,2,1,3,2,1,30,2,1,2,2,27500,53,0,0,1,2,7,45,1,0
19326,42,9,4,2,1,4,1,3,3,2,10,33,2,1,1,1,39593,10,0,1,2,2,7,0,0,1
19335,2,9,4,1,1,1,0,1,3,1,6,55,1,0,0,0,7500,2,0,0,0,1,2,0,0,1
19345,0,9,4,1,2,1,0,1,5,1,1,56,2,0,0,0,17500,0,0,0,0,4,0,0,0,0
19373,90,7,3,1,1,5,1,1,1,1,4,32,1,0,1,3,7500,14,0,4,1,1,7,2,0,1
19379,186,7,3,2,2,3,0,1,1,2,1,52,2,0,1,1,42500,3,0,0,0,4,1,2,1,0
19382,0,7,3,1,1,1,0,1,1,1,5,52,1,1,0,0,27500,0,0,0,0,3,0,0,1,1
19389,2,7,3,1,3,1,0,1,94,1,14,74,1,1,0,0,32100,0,0,0,0,1,0,0,1,0
19391,20,7,3,2,3,2,0,1,94,2,1,55,3,1,2,0,67500,8,0,2,4,4,2,0,1,0
19405,50,7,3,1,1,1,0,1,1,1,8,23,2,1,0,0,2500,6,2,0,0,1,4,0,0,1
19413,12,7,3,1,1,1,0,2,1,1,10,31,1,0,1,0,7500,2,0,0,2,1,0,0,0,1
19445,16,9,4,1,1,2,0,1,3,2,10,25,2,0,1,0,67500,2,0,0,2,1,0,0,0,1
19456,48,9,4,2,1,4,0,1,3,4,10,22,2,0,0,0,39593,9,3,0,0,3,1,5,0,1
19465,54,9,4,3,1,4,0,3,3,4,7,66,1,1,3,0,32500,14,0,0,6,3,8,0,0,1
