houseid,mileage,census_d,census_r,drvrcnt,hhloc,hhsize,hh_0to4,hh_race,msasize,numadult,popdnsty,ref_age,ref_educ,ref_sex,wrkrcnt,hh_5to21,income,ntrip,pur_recr,pur_shop,pur_work,auttrcnt,pur_hbot,pur_nhb,no_trans,urban
11200,34,7,3,2,3,2,0,1,94,2,1,51,1,0,1,0,2500,4,2,0,2,3,0,0,1,0
11210,0,7,3,1,2,2,0,1,1,2,2,41,1,0,0,0,12500,0,0,0,0,2,0,0,1,0
11226,100,7,3,2,3,2,0,1,94,2,1,52,1,0,1,0,32100,6,0,4,2,2,0,0,1,0
11231,9,7,3,2,3,2,0,1,94,2,1,53,2,0,1,0,72500,2,0,2,0,2,0,0,1,0
11235,0,7,3,1,3,2,0,1,94,2,3,20,1,1,1,0,12500,4,2,0,2,1,0,0,1,0
11243,20,7,3,2,1,2,0,1,3,2,8,68,2,1,1,0,32100,2,0,0,2,1,0,0,0,1
11249,42,7,3,3,3,4,0,1,94,2,1,38,1,0,2,2,22500,20,0,6,4,2,10,0,1,0
11253,21,7,3,1,3,2,0,2,94,2,1,82,1,0,1,0,7500,9,0,3,3,1,2,1,1,0
11268,0,7,3,1,3,2,0,1,94,2,1,60,1,1,1,0,32100,0,0,0,0,3,0,0,1,0
11274,0,7,3,0,1,1,0,1,3,1,8,69,1,0,0,0,7500,0,0,0,0,0,0,0,0,1
11281,42,7,3,1,3,3,0,1,94,1,1,38,3,0,1,2,27500,13,0,4,2,1,6,1,1,0
11292,92,7,3,3,3,3,0,1,94,2,1,63,1,1,2,1,17500,20,2,3,3,3,4,8,1,0
11297,7,7,3,1,3,1,0,1,94,1,1,82,1,0,0,0,32100,4,0,0,0,1,2,2,1,0
11299,0,7,3,1,3,1,0,1,94,1,1,74,2,0,0,0,32100,0,0,0,0,1,0,0,1,0
11303,0,7,3,1,3,2,0,1,94,2,1,69,1,1,0,0,17500,0,0,0,0,1,0,0,1,0
11320,107,7,3,3,3,4,0,1,94,2,1,57,1,1,1,2,22500,11,0,4,0,2,2,5,1,0
11331,69,7,3,3,3,6,0,1,94,3,1,40,1,1,3,3,52500,15,2,2,4,3,6,1,1,0
11338,0,7,3,0,3,1,0,1,94,1,1,82,1,0,0,0,17500,0,0,0,0,1,0,0,1,0
11350,83,7,3,2,3,2,0,1,94,2,1,77,2,1,0,0,32100,12,3,0,0,2,3,6,1,0
11351,84,7,3,2,3,2,0,1,94,2,1,69,2,1,0,0,27500,8,0,0,0,1,4,4,1,0
11369,22,7,3,2,3,2,0,1,94,2,1,65,1,1,0,0,32100,2,0,0,0,1,2,0,1,0
11375,69,7,3,2,3,2,0,1,94,2,1,54,1,1,2,0,47500,7,0,0,4,2,2,1,1,0
11391,120,6,3,3,3,4,0,1,94,2,1,45,3,1,3,2,62500,8,0,4,2,3,0,2,1,0
11393,0,6,3,1,3,1,0,1,94,1,1,72,1,0,0,0,2500,0,0,0,0,1,0,0,1,0
11407,0,6,3,2,3,3,0,1,94,2,1,32,1,1,1,1,31005,0,0,0,0,2,0,0,1,0
11426,1776,6,3,2,2,3,1,1,1,2,1,40,2,1,2,0,77500,9,0,0,3,2,0,6,1,0
11451,20,6,3,1,3,1,0,1,94,1,1,60,1,0,1,0,17500,2,0,0,2,1,0,0,1,0
11453,0,6,3,1,3,1,0,1,94,1,1,82,1,0,0,0,7500,0,0,0,0,1,0,0,1,0
11466,21,6,3,2,1,2,0,1,3,2,10,43,1,1,2,0,17500,5,0,0,4,2,0,1,0,1
11477,155,6,3,2,3,2,0,1,94,2,1,75,1,0,0,0,7500,7,1,0,0,2,5,1,1,0
11480,41,6,3,0,1,1,0,1,3,1,6,82,1,0,0,0,7500,3,0,0,0,0,2,1,0,1
11483,0,6,3,1,1,1,0,2,3,1,9,46,3,1,1,0,31005,0,0,0,0,2,0,0,0,1
11497,92,6,3,2,2,4,0,2,2,2,2,36,2,0,2,2,37500,26,6,0,3,2,11,6,1,0
11530,0,9,4,1,1,2,0,1,4,2,7,51,1,1,2,0,72500,0,0,0,0,3,0,0,0,1
11551,10,9,4,2,1,2,0,2,4,2,7,38,1,0,2,0,17500,2,0,0,2,2,0,0,0,1
11575,21,9,4,2,1,4,0,1,2,2,4,51,3,1,1,2,77500,13,2,0,2,2,4,5,0,1
11578,74,9,4,2,1,4,1,1,2,2,6,32,2,1,2,1,47500,17,2,2,4,2,4,5,0,1
11604,22,9,4,1,3,1,0,1,94,1,1,41,3,0,0,0,47500,4,1,0,0,1,1,2,1,0
11635,24,9,4,2,2,2,0,1,4,2,7,35,3,1,2,0,100000,4,0,0,4,3,0,0,0,1
11640,43,9,4,2,2,2,0,1,4,1,7,48,3,0,1,1,32500,13,3,2,0,2,5,3,0,1
11643,122,9,4,3,2,4,0,1,4,2,3,43,2,1,3,2,67500,15,0,2,6,2,6,1,0,0
11646,56,9,4,2,2,6,0,1,4,2,7,36,2,0,2,4,42500,10,0,0,0,2,8,2,0,1
11664,0,9,4,2,3,2,0,1,94,2,2,77,1,0,0,0,39593,0,0,0,0,0,0,0,1,0
11665,52,9,4,2,3,3,0,1,94,2,2,40,2,0,1,1,32500,6,0,4,0,2,2,0,1,0
11670,51,9,4,1,2,3,0,1,2,2,6,43,1,0,2,1,32500,12,3,2,2,2,1,4,0,1
11675,28,9,4,1,2,1,0,2,4,1,5,36,2,0,1,0,27500,4,0,0,0,1,4,0,0,1
11679,64,9,4,1,1,5,0,1,2,2,7,41,2,0,1,3,32500,12,0,4,2,3,4,2,0,1
11684,6,9,4,1,3,5,3,1,94,2,1,28,2,1,1,0,22500,2,0,0,2,2,0,0,1,0
11685,2,9,4,2,3,3,1,1,94,2,1,32,1,1,0,0,12500,2,0,2,0,2,0,0,0,0
11692,9,9,4,1,1,2,0,1,1,2,5,52,2,0,1,0,37500,3,0,0,2,3,0,1,0,1
11693,250,9,4,2,1,4,1,1,1,3,4,49,1,0,2,0,77500,4,2,2,0,3,0,0,0,1
11695,34,9,4,0,1,2,0,1,1,2,5,27,1,1,2,0,27500,8,4,0,4,0,0,0,0,1
11707,2,9,4,1,3,1,0,1,94,1,1,69,1,1,0,0,39593,2,0,0,0,2,2,0,1,0
11723,62,9,4,2,3,3,1,1,94,2,1,32,2,1,1,0,42500,10,0,0,2,2,2,6,0,0
11742,18,7,3,2,1,2,0,1,3,2,6,43,2,1,1,0,72500,9,0,4,0,2,2,3,1,1
11745,52,7,3,2,3,4,0,3,94,2,2,25,1,1,1,2,12500,4,0,0,2,1,2,0,1,0
11757,82,7,3,2,1,2,0,1,3,2,6,32,2,1,2,0,67500,10,0,2,1,3,4,3,1,1
11778,62,7,3,2,1,3,0,1,4,2,10,47,2,1,2,1,67500,7,2,0,2,3,2,1,0,1
11783,6,7,3,1,2,1,0,1,1,1,2,62,1,0,0,0,2500,2,0,2,0,1,0,0,1,0
11785,70,7,3,2,2,4,2,1,1,2,1,28,2,1,2,0,27500,6,0,0,3,2,1,2,1,0
11787,12,7,3,2,2,2,0,1,1,2,2,67,1,1,0,0,7500,6,0,0,0,2,6,0,1,0
11790,18,7,3,2,1,2,0,1,1,2,2,69,2,0,0,0,32100,6,1,1,0,2,2,2,1,1
11797,0,7,3,0,2,3,2,2,4,1,10,28,1,0,0,0,32100,0,0,0,0,0,0,0,0,1
11805,24,7,3,3,1,3,0,1,4,3,8,77,1,1,1,0,32100,5,0,0,2,2,2,1,0,1
11819,92,7,3,1,1,5,0,1,4,2,6,36,1,0,1,3,32100,24,0,12,0,1,6,6,1,1
11820,4,7,3,2,2,3,1,1,4,2,6,28,2,1,0,0,37500,4,0,4,0,2,0,0,1,1
11822,30,7,3,2,2,2,0,1,3,2,2,63,2,1,1,0,32100,3,0,0,2,2,0,1,1,0
11828,40,7,3,2,2,2,0,1,3,2,3,50,2,1,2,0,57500,7,0,0,2,3,2,3,1,0
11830,60,7,3,2,2,4,2,1,3,2,3,45,1,1,1,0,52500,15,2,1,4,2,5,3,1,0
11843,79,7,3,2,2,2,0,1,3,2,4,60,2,1,1,0,32100,8,0,0,2,4,6,0,0,1
11848,104,7,3,2,2,3,1,1,4,2,10,33,2,1,1,0,47500,16,0,7,2,2,3,4,0,1
11849,19,7,3,1,2,1,0,1,4,1,10,31,2,1,1,0,32500,6,2,0,2,1,0,2,0,1
11856,0,7,3,0,3,2,0,1,94,2,1,71,1,1,0,0,17500,0,0,0,0,0,0,0,1,0
11865,20,7,3,1,1,1,0,1,4,1,11,34,2,1,1,0,32100,8,0,0,2,1,4,2,0,1
11877,0,7,3,0,1,1,0,2,4,1,12,60,1,0,0,0,2500,0,0,0,0,0,0,0,0,1
11903,36,8,4,3,3,6,0,3,94,2,1,42,1,1,4,4,27500,6,0,0,6,3,0,0,1,0
11912,36,8,4,2,1,2,0,1,1,2,2,53,2,0,2,0,32500,11,0,6,2,2,0,3,1,1
11921,50,8,4,2,3,5,2,1,94,2,1,27,2,1,1,1,27500,14,2,2,2,2,6,2,1,0
11931,35,8,4,2,1,3,0,1,2,3,7,26,1,1,2,0,52500,11,0,0,3,3,1,7,0,1
11936,164,8,4,3,2,3,0,1,1,2,2,47,1,0,2,1,32500,11,0,4,2,3,0,5,1,0
11944,0,8,4,1,1,2,0,1,2,2,6,60,2,0,0,0,35789,0,0,0,0,1,0,0,0,1
11945,33,8,4,0,3,3,2,3,94,1,1,20,1,0,0,0,2500,3,0,0,0,0,2,1,1,0
11956,4,8,4,1,3,1,0,1,94,1,2,82,1,1,0,0,35789,2,0,2,0,1,0,0,1,0
11962,61,8,4,2,2,2,0,1,1,2,1,53,3,0,1,0,100000,12,1,1,2,2,0,8,1,0
11964,8,8,4,2,1,2,0,1,1,2,1,55,3,1,2,0,52500,8,0,0,2,2,4,2,1,1
11966,0,8,4,0,1,1,0,1,1,1,1,82,2,0,0,0,35789,0,0,0,0,0,0,0,1,1
11976,8,4,2,2,1,2,0,1,1,2,3,75,1,1,0,0,32665,4,0,4,0,1,0,0,0,1
11989,58,4,2,2,3,2,0,1,94,2,3,29,1,1,2,0,32665,7,0,0,4,2,2,1,1,0
11991,96,4,2,1,3,2,0,1,94,2,1,73,1,0,0,0,12500,8,0,0,0,1,8,0,1,0
11993,14,4,2,2,3,2,0,1,94,2,2,42,2,1,2,0,57500,4,0,0,4,2,0,0,1,0
12002,156,4,2,2,3,4,1,1,94,2,1,32,1,1,2,1,32665,18,7,0,2,2,3,6,1,0
12004,100,4,2,2,3,5,2,1,94,2,1,29,1,1,1,1,12500,14,0,2,2,2,10,0,1,0
12019,26,4,2,2,3,4,0,1,94,2,1,35,1,1,2,2,37500,8,0,0,4,2,4,0,1,0
12022,16,1,1,1,2,1,0,1,2,1,2,71,1,1,0,0,7500,2,2,0,0,1,0,0,0,0
12034,4,1,1,2,1,3,0,1,5,2,5,31,1,0,2,1,42500,9,0,4,2,1,2,1,0,1
12055,87,1,1,1,1,1,0,1,5,1,6,60,1,1,1,0,100000,5,2,0,0,1,0,3,0,1
12059,20,1,1,1,1,3,0,1,5,2,6,41,1,0,1,1,43371,6,0,2,2,2,2,0,0,1
12061,52,1,1,3,2,3,0,1,5,3,4,62,1,0,2,0,32500,7,0,0,3,2,4,0,1,1
12069,0,1,1,1,1,5,1,1,5,2,9,30,1,1,1,2,17500,0,0,0,0,1,0,0,1,1
12075,23,1,1,2,1,3,0,3,5,2,9,37,3,1,1,1,47500,11,0,0,0,2,8,3,1,1
12078,0,1,1,0,1,1,0,1,5,1,9,66,1,1,0,0,7500,0,0,0,0,0,0,0,1,1
12083,77,1,1,2,2,2,0,1,5,2,4,59,3,1,2,0,100000,6,0,0,1,3,3,2,0,1
12102,146,1,1,3,3,4,0,1,94,3,4,18,1,1,2,1,43371,10,0,2,4,2,3,1,0,0
12105,10,1,1,2,2,4,0,1,5,2,6,47,1,1,1,2,57500,5,2,0,2,1,0,1,1,1
12124,0,1,1,2,2,2,0,1,5,2,6,68,1,0,0,0,7500,0,0,0,0,1,0,0,1,1
12130,0,1,1,2,1,3,0,1,4,3,10,69,1,1,1,0,43371,1,0,0,1,1,0,0,0,1
12133,19,1,1,2,1,5,0,1,4,2,10,38,2,1,3,3,43371,11,4,1,5,2,0,1,0,1
12147,70,1,1,1,1,1,0,1,5,1,9,39,2,1,1,0,43371,2,0,0,2,2,0,0,0,1
12155,10,1,1,1,1,1,0,1,5,1,2,55,1,0,0,0,43371,3,0,0,0,1,2,1,1,1
12156,39,1,1,3,3,4,0,1,94,2,5,45,3,1,2,2,57500,7,0,2,0,2,4,1,1,0
12183,68,1,1,2,1,4,0,1,5,2,7,46,2,0,2,2,43371,8,4,0,4,2,0,0,1,1
12236,14,9,4,0,3,1,0,1,94,1,1,75,1,0,0,0,39593,4,0,1,0,0,1,2,0,0
12238,6,9,4,1,1,1,0,1,2,1,8,36,1,1,0,0,12500,3,0,1,0,1,1,1,0,1
12247,13,9,4,2,1,2,0,1,1,2,2,66,1,0,0,0,39593,3,0,1,0,1,1,1,0,1
12248,148,9,4,3,2,3,0,1,1,3,2,53,1,1,2,0,27500,6,3,0,0,3,2,1,1,0
12257,0,9,4,2,1,4,1,1,1,2,6,33,1,1,2,1,32500,0,0,0,0,1,0,0,0,1
12278,22,9,4,1,1,3,0,1,2,2,6,41,2,0,1,1,67500,5,0,0,2,3,2,1,0,1
12281,0,9,4,1,2,1,0,1,2,1,5,88,1,0,0,0,39593,0,0,0,0,1,0,0,0,1
12285,16,9,4,2,3,2,0,1,94,2,1,69,1,1,1,0,17500,2,0,0,2,2,0,0,1,0
12288,0,7,3,2,1,2,0,1,2,2,3,57,2,1,1,0,32100,0,0,0,0,2,0,0,0,1
12299,35,7,3,3,2,3,0,3,3,3,2,33,2,0,3,0,52500,3,0,0,2,3,0,1,1,0
12308,90,7,3,2,3,2,0,1,94,2,1,28,1,1,2,0,32100,6,0,2,2,2,2,0,1,0
12309,14,7,3,1,3,2,0,2,94,2,1,58,1,0,1,0,32100,2,0,0,2,1,0,0,1,0
12321,1212,7,3,2,1,2,0,1,3,2,5,23,2,0,2,0,27500,6,0,0,2,2,2,2,1,1
12335,0,7,3,1,1,2,0,3,2,2,3,77,1,1,0,0,22500,0,0,0,0,2,0,0,1,1
12336,200,7,3,3,2,3,0,3,2,3,2,58,2,1,3,0,27500,19,2,0,2,3,5,10,0,0
12348,110,7,3,4,1,4,0,3,4,4,10,52,1,1,3,0,32100,10,0,2,5,3,2,1,0,1
12363,14,7,3,1,1,4,0,1,3,2,9,48,2,1,1,2,62500,2,0,0,2,3,0,0,0,1
12377,32,7,3,1,1,1,0,1,3,1,9,48,3,1,1,0,100000,5,0,0,2,2,0,3,0,1
12387,6,7,3,1,1,1,0,1,4,1,7,37,2,1,1,0,42500,2,0,0,2,2,0,0,1,1
12406,35,7,3,2,2,4,1,1,2,2,6,39,2,0,2,1,52500,12,0,1,2,2,3,6,1,1
12408,12,7,3,1,1,3,0,1,2,3,6,33,1,1,1,0,22500,2,0,0,2,2,0,0,0,1
12412,99,7,3,4,3,5,0,1,94,2,1,58,1,1,3,3,37500,12,0,0,5,4,7,0,1,0
12432,30,7,3,1,1,1,0,1,4,1,7,53,1,0,1,0,27500,3,0,0,0,1,2,1,0,1
12444,31,7,3,1,1,2,0,1,4,2,7,29,1,1,1,0,42500,3,0,0,2,3,0,1,0,1
12454,56,7,3,2,2,2,0,1,4,2,6,35,3,1,1,0,37500,6,0,2,2,2,0,2,0,1
12457,45,7,3,2,1,4,1,3,4,3,8,24,1,1,2,0,17500,5,0,0,4,1,0,1,0,1
12471,103,7,3,1,2,3,1,1,4,2,6,28,1,0,1,0,27500,13,0,0,2,1,2,9,0,1
12475,26,7,3,1,1,1,0,1,4,1,6,69,1,0,0,0,12500,2,0,0,0,1,2,0,0,1
12510,30,7,3,2,1,5,0,3,2,2,5,36,1,1,1,3,17500,6,0,0,2,1,4,0,0,1
12512,22,7,3,1,1,1,0,1,3,1,6,21,2,1,1,0,2500,2,0,0,2,0,0,0,1,1
12514,50,7,3,1,2,1,0,1,3,1,7,48,1,0,1,0,12500,2,0,0,2,0,0,0,0,1
12529,14,7,3,1,1,2,0,3,4,2,6,35,3,0,1,0,32500,7,0,0,2,2,2,3,0,1
12540,20,3,2,1,2,3,0,1,4,3,7,60,1,0,1,0,35571,3,0,0,2,3,0,1,0,1
12559,34,3,2,1,1,3,1,1,3,2,10,20,1,0,1,0,2500,10,0,0,2,1,2,6,0,1
12576,59,3,2,2,1,6,0,2,4,2,10,35,2,0,2,4,100000,22,0,10,4,3,2,6,0,1
12612,158,3,2,5,1,5,0,1,3,4,7,62,2,1,3,1,52500,27,2,4,5,5,5,11,1,1
12628,183,3,2,2,2,5,0,1,4,2,6,37,1,1,1,3,32500,16,0,2,2,1,8,4,1,1
12633,74,3,2,2,2,3,0,2,4,2,8,45,1,1,1,1,32500,6,0,0,2,2,4,0,0,1
12638,80,3,2,2,1,2,0,1,4,2,6,19,1,0,2,0,27500,8,4,0,2,2,2,0,0,1
12639,295,3,2,2,2,3,0,1,4,2,5,22,1,0,1,1,42500,16,4,6,0,2,4,2,0,1
12654,47,3,2,2,1,3,0,1,4,2,8,36,2,0,2,1,37500,5,0,0,4,2,0,1,0,1
12699,327,3,2,1,1,3,0,2,4,1,5,32,1,0,0,2,35571,5,0,0,0,1,3,2,0,1
12702,51,3,2,2,2,2,0,1,4,2,6,40,1,1,2,0,27500,7,2,0,4,2,0,1,1,1
12709,45,3,2,2,2,4,0,1,3,3,6,37,1,1,2,1,57500,7,0,0,4,2,2,1,0,1
12718,0,3,2,1,2,4,0,2,4,2,7,43,3,1,1,2,77500,0,0,0,0,2,0,0,0,1
12730,33,3,2,2,1,3,0,1,4,2,4,32,1,1,2,1,37500,9,0,0,4,2,4,1,0,1
12737,46,3,2,2,1,3,0,1,4,3,5,18,1,1,3,0,7500,11,0,0,3,2,7,1,0,1
12743,6,3,2,2,2,2,0,1,4,2,1,72,1,0,0,0,35571,4,0,4,0,1,0,0,1,0
12753,70,3,2,1,2,2,0,1,4,2,6,59,1,0,1,0,35571,5,0,2,2,1,0,1,1,1
12793,172,4,2,2,3,2,0,1,94,2,1,82,2,1,1,0,32665,4,0,0,0,2,2,2,1,0
12795,0,4,2,1,3,1,0,1,94,1,1,82,2,0,0,0,32665,0,0,0,0,1,0,0,1,0
12827,64,4,2,2,2,4,2,1,2,2,2,35,2,1,1,0,27500,5,0,0,2,2,2,1,1,0
12859,1700,2,1,2,2,3,0,1,5,2,12,47,2,1,3,1,100000,3,0,0,1,2,2,0,0,1
12865,179,2,1,2,2,2,0,1,5,2,7,27,3,0,2,0,72500,11,3,1,4,2,0,3,0,1
12898,20,2,1,3,2,3,0,1,5,3,8,57,1,0,2,0,57500,7,0,4,2,2,0,1,0,1
12923,155,2,1,2,2,3,1,1,5,2,7,31,2,0,2,0,77500,7,0,0,3,1,1,3,0,1
12932,56,2,1,2,2,4,1,1,5,2,9,33,2,0,1,1,32500,6,0,2,0,2,2,2,0,1
12940,74,2,1,3,2,6,0,2,5,6,11,82,2,0,3,0,12500,21,0,1,4,2,9,7,0,1
12945,40,2,1,1,2,1,0,1,5,1,7,25,2,0,1,0,40565,2,0,0,2,2,0,0,0,1
12966,0,2,1,2,2,2,0,1,5,2,7,70,1,0,0,0,17500,2,0,2,0,1,0,0,0,1
12974,100,2,1,4,2,4,0,1,5,3,9,43,1,0,4,1,40565,8,1,0,4,4,1,2,0,1
12982,48,2,1,2,2,3,1,3,5,2,9,25,1,1,2,0,37500,10,0,1,2,2,3,4,1,1
13001,14,2,1,2,2,4,0,1,5,2,10,31,2,1,1,2,37500,6,0,0,2,1,4,0,0,1
13010,8,2,1,1,2,1,0,2,5,1,12,60,1,1,0,0,40565,2,0,0,0,1,2,0,0,1
13059,55,2,1,2,2,2,0,1,5,2,9,52,3,1,2,0,67500,5,0,0,3,2,0,2,0,1
13064,2,2,1,1,2,2,0,1,5,2,9,57,1,1,0,0,47500,3,0,2,0,2,0,1,0,1
13073,26,2,1,2,2,4,0,1,5,2,7,40,1,1,2,2,22500,5,1,0,2,2,1,1,1,1
13083,0,2,1,1,2,2,0,1,5,2,12,88,1,0,0,0,40565,0,0,0,0,0,0,0,0,1
13098,48,2,1,3,2,3,0,1,5,3,7,53,1,0,3,0,77500,8,0,0,6,3,2,0,1,1
13103,32,2,1,2,2,4,0,1,5,2,10,48,1,1,2,2,100000,10,0,2,0,2,8,0,0,1
13111,969,2,1,3,2,4,0,1,5,2,7,42,2,1,2,2,67500,13,0,0,3,3,7,3,0,1
13119,81,2,1,2,2,2,0,1,5,2,8,35,2,0,2,0,57500,10,3,1,4,2,0,2,0,1
13120,4,2,1,1,2,1,0,1,5,1,8,71,1,0,0,0,12500,4,0,2,0,1,2,0,0,1
13131,8,2,1,1,2,1,0,1,5,1,9,41,2,0,1,0,27500,2,0,0,2,1,0,0,0,1
13137,51,2,1,2,2,3,0,1,5,3,9,71,2,1,1,0,27500,10,0,2,0,2,6,2,0,1
13155,66,2,1,5,2,5,0,1,5,5,6,24,2,0,2,0,32500,8,0,2,4,5,2,0,0,1
13176,255,2,1,2,2,3,0,1,5,2,4,56,2,1,3,1,42500,14,0,0,4,2,7,3,0,1
13189,0,2,1,1,2,1,0,1,5,1,7,75,2,1,0,0,17500,2,0,2,0,1,0,0,1,1
13191,31,2,1,1,2,1,0,1,5,1,8,27,1,0,1,0,7500,5,0,0,2,1,2,1,0,1
13196,127,2,1,2,2,5,0,1,5,2,6,42,3,1,2,3,100000,16,2,0,2,2,8,4,0,1
13204,35,2,1,2,2,5,1,1,5,2,8,39,2,1,2,2,72500,11,0,0,2,2,8,1,0,1
13214,14,2,1,3,2,5,0,3,5,3,7,29,1,0,1,2,2500,6,0,0,2,2,4,0,0,1
13222,221,2,1,2,2,5,1,1,5,2,11,34,3,1,2,2,40565,19,8,0,4,2,4,3,0,1
13234,55,2,1,1,2,2,0,1,5,2,7,60,3,0,1,0,40565,7,0,1,2,2,1,3,0,1
13241,15,2,1,2,2,9,0,3,5,8,10,61,1,1,2,1,40565,15,0,0,3,3,7,5,0,1
13252,560,2,1,2,2,2,0,1,5,2,10,68,1,1,0,0,22500,2,0,0,0,1,0,2,0,1
13271,8,2,1,2,2,2,0,1,5,2,10,51,2,1,2,0,40565,7,0,0,2,2,2,3,0,1
13274,5,2,1,1,2,1,0,1,5,1,10,75,1,1,0,0,77500,4,0,2,0,1,0,2,0,1
13278,52,2,1,1,2,2,0,1,5,2,7,70,2,1,0,0,17500,8,0,4,0,1,4,0,0,1
13286,86,2,1,2,2,2,0,1,5,2,5,31,1,1,2,0,40565,4,0,0,4,2,0,0,0,1
13292,39,2,1,2,2,2,0,1,5,2,7,28,2,1,2,0,40565,8,2,0,4,2,0,2,0,1
13320,20,2,1,3,2,4,0,1,5,2,7,43,1,0,2,2,40565,7,0,0,4,2,2,1,1,1
13324,47,2,1,4,2,4,0,1,5,3,9,50,1,1,2,1,40565,7,0,1,4,3,1,1,0,1
13326,60,2,1,2,2,3,0,1,5,2,10,31,2,1,1,1,40565,4,1,0,3,1,0,0,0,1
13333,4,3,2,2,3,4,1,1,94,2,1,31,1,1,1,1,37500,4,0,0,2,3,2,0,0,0
13335,0,3,2,2,3,2,0,1,94,2,2,47,1,1,2,0,35571,2,0,0,2,2,0,0,0,0
13346,28,3,2,1,2,1,0,1,2,1,6,31,1,1,1,0,37500,5,0,2,2,1,0,1,0,1
13363,26,3,2,1,1,2,0,2,2,2,5,18,1,0,1,0,27500,5,0,0,0,1,2,3,0,1
13364,56,3,2,2,1,3,1,1,2,2,8,31,3,1,1,0,47500,10,4,2,2,2,0,2,0,1
13365,103,3,2,2,2,3,1,1,2,2,1,31,2,1,1,0,42500,4,0,0,2,2,0,2,1,0
13371,46,3,2,1,2,1,0,1,5,1,2,45,2,0,1,0,17500,10,2,1,1,1,0,6,1,0
13374,24,3,2,1,2,1,0,1,5,1,2,63,1,0,0,0,35571,4,2,2,0,2,0,0,1,0
13383,0,3,2,2,3,5,0,1,94,2,1,39,1,1,2,3,35571,0,0,0,0,1,0,0,1,0
13393,411,3,2,2,3,5,0,1,94,2,2,32,1,1,1,3,32500,12,0,0,1,2,8,3,1,0
13401,41,3,2,2,2,3,0,2,2,2,4,53,2,1,1,1,62500,12,0,4,2,3,4,2,0,1
13404,113,3,2,2,2,2,0,1,2,2,3,45,1,1,2,0,27500,10,0,0,4,1,4,2,0,0
13406,295,3,2,2,1,3,0,1,2,3,8,62,1,0,3,0,35571,13,0,4,0,3,8,1,0,1
13414,211,3,2,3,1,4,0,1,2,2,4,46,3,1,2,2,72500,28,3,3,4,3,5,13,1,1
13418,64,3,2,2,2,4,1,1,2,2,4,36,3,1,2,1,52500,25,0,1,4,2,7,13,1,1
13434,69,3,2,3,1,3,0,1,2,2,5,47,1,1,3,1,57500,11,1,1,5,3,1,3,0,1
13439,30,2,1,2,2,2,0,1,1,2,1,57,3,0,1,0,47500,8,2,0,2,2,4,0,1,0
13456,100,2,1,0,1,5,0,1,3,2,10,37,1,0,2,3,40565,2,0,0,2,0,0,0,0,1
13469,10,2,1,2,1,3,0,1,3,3,7,24,3,0,1,0,40565,6,0,2,1,2,2,1,0,1
13491,10,2,1,2,3,2,0,1,94,2,3,69,1,0,0,0,40565,6,6,0,0,2,0,0,0,0
13505,28,2,1,1,2,3,0,1,1,1,3,40,2,0,1,2,17500,6,4,0,2,1,0,0,0,0
13506,12,2,1,1,2,1,0,1,1,1,3,75,1,0,0,0,40565,3,0,0,0,1,2,1,1,0
13519,0,2,1,1,2,1,0,1,2,1,1,82,2,0,0,0,40565,4,0,0,0,1,2,2,1,0
13536,52,6,3,2,3,3,0,1,94,2,1,33,2,1,2,1,27500,7,0,0,2,3,4,1,1,0
13553,10,6,3,1,1,1,0,1,2,1,7,37,2,0,1,0,17500,2,0,0,2,1,0,0,0,1
13554,16,6,3,1,1,4,0,2,2,2,10,32,1,0,1,2,42500,4,0,0,4,1,0,0,0,1
13589,9,6,3,2,3,2,0,1,94,2,1,82,1,1,1,0,7500,5,0,0,0,2,4,1,1,0
13594,54,6,3,1,3,1,0,1,94,1,1,39,2,1,1,0,27500,2,0,0,2,1,0,0,1,0
13600,106,6,3,1,3,2,0,1,94,1,1,29,1,0,1,1,17500,10,0,0,2,1,6,2,1,0
13609,130,6,3,3,3,3,0,1,94,3,2,77,1,1,2,0,37500,14,0,1,3,3,6,4,1,0
13615,311,6,3,2,3,2,0,1,94,2,1,67,1,1,2,0,37500,11,0,0,4,4,0,7,1,0
13643,0,6,3,2,3,2,0,1,94,2,1,77,1,1,0,0,31005,0,0,0,0,2,0,0,1,0
13655,44,6,3,2,3,4,2,1,94,2,1,31,2,1,1,0,31005,2,0,0,2,2,0,0,1,0
13665,14,6,3,1,3,4,2,1,94,2,1,31,2,1,0,0,47500,4,2,0,2,2,0,0,1,0
13691,475,6,3,2,2,4,1,1,2,2,1,32,1,1,2,1,42500,9,0,0,2,2,4,3,1,0
13696,0,6,3,1,3,2,0,2,94,2,1,63,1,0,1,0,2500,4,0,2,0,1,2,0,1,0
13711,95,6,3,2,2,3,0,1,2,2,3,38,2,1,2,1,47500,10,0,0,4,2,2,4,1,0
13729,88,8,4,1,1,4,0,1,4,2,10,30,1,0,0,2,2500,25,6,0,1,1,9,9,0,1
13756,4,8,4,1,1,1,0,1,3,1,9,47,2,0,1,0,12500,2,0,0,2,1,0,0,0,1
13765,20,8,4,1,3,2,0,1,94,2,14,22,1,0,1,0,27500,6,0,2,0,1,2,2,1,0
13767,95,8,4,2,3,3,1,1,94,2,2,35,2,1,2,0,47500,14,3,0,3,2,2,6,1,0
13805,6,8,4,1,2,5,1,1,4,1,8,32,1,0,1,3,17500,11,0,0,2,1,6,3,1,1
